[0]/usr/bin/python carre
[0]   SHA_DEPOT_GIREF    : 6c31e4d1576593f6a0175ebe6cf14a689554b10d
[0]   STATUS_DEPOT_GIREF : 
[0]   SHA_DEPOT_TV       : 071f3002f480adf5c456f2bde2e4ca3be8f903de
[0]
[0]Temps de profiling "usager"
[0] Total    sec(WC) s(SelfUser) s(SelfSys) s(ChildUser) s(ChildSys) (VmSizeDiff , VmRSSDiff, VmDataDiff) nbApls      Etiquette
[0] Total      0.0002     0.0001     0.0000      0.0000      0.0000        0 KB         0 KB         0 KB    1 x         MatricePETScCSR::definirStructureEtMettreAZeroAvecGIS(Matrice_ProbDida_A_Sol_NISP_22(ProbDida)_:98x98).
[0] Total      0.0000     0.0000     0.0000      0.0000      0.0000        0 KB         0 KB         0 KB    1 x   PP::Res_NISP_22::postCalcul.
[0] Total      0.0097     0.0051     0.0016      0.0000      0.0000      512 KB       484 KB       512 KB    1 x   PP::Res_NISP_23::preCalcul.
[0] Total      0.0002     0.0001     0.0000      0.0000      0.0000        0 KB         0 KB         0 KB    1 x         MatricePETScCSR::definirStructureEtMettreAZeroAvecGIS(Matrice_ProbDida_A_Sol_NISP_23(ProbDida)_:98x98).
[0] Total      0.0000     0.0000     0.0000      0.0000      0.0000        0 KB         0 KB         0 KB    1 x   PP::Res_NISP_23::postCalcul.
[0] Total      0.0118     0.0067     0.0025      0.0000      0.0000      512 KB       484 KB       512 KB    1 x   PP::Res_NISP_24::preCalcul.
[0] Total      0.0002     0.0002     0.0000      0.0000      0.0000        0 KB         0 KB         0 KB    1 x         MatricePETScCSR::definirStructureEtMettreAZeroAvecGIS(Matrice_ProbDida_A_Sol_NISP_24(ProbDida)_:98x98).
[0] Total      0.0000     0.0000     0.0000      0.0000      0.0000        0 KB         0 KB         0 KB    1 x   PP::Res_NISP_24::postCalcul.
[0] Total      0.0136     0.0089     0.0015      0.0000      0.0000      508 KB       484 KB       508 KB    1 x   PP::Res_NISP_25::preCalcul.
[0] Total      0.0003     0.0003     0.0000      0.0000      0.0000        0 KB         4 KB         0 KB    1 x         MatricePETScCSR::definirStructureEtMettreAZeroAvecGIS(Matrice_ProbDida_A_Sol_NISP_25(ProbDida)_:98x98).
[0] Total      0.0000     0.0000     0.0000      0.0000      0.0000        0 KB         0 KB         0 KB    1 x   PP::Res_NISP_25::postCalcul.
[0] Total      0.0115     0.0059     0.0019      0.0000      0.0000      512 KB       484 KB       512 KB    1 x   PP::Res_NISP_26::preCalcul.
